y_true,y_pred
10.96500015258789,9.621072
11.067500114440918,9.716017
11.350000381469727,9.802932
11.265000343322754,9.889733
11.212499618530273,9.974005
11.375,10.050372
11.420000076293945,10.120759
11.399999618530273,10.186248
11.452500343322754,10.245253
11.625,10.297974
11.704999923706055,10.349505
11.550000190734863,10.402985
11.510000228881836,10.452284
11.632499694824219,10.492478
11.78499984741211,10.5259695
11.767499923706055,10.558968
11.582500457763672,10.592396
11.369999885559082,10.619195
11.522500038146973,10.629776
11.27750015258789,10.628027
11.119999885559082,10.61032
10.932499885559082,10.5737095
11.140000343322754,10.515965
11.337499618530273,10.449161
11.237500190734863,10.388987
11.010000228881836,10.339329
10.642499923706055,10.293693
10.427499771118164,10.238028
10.8125,10.16345
11.074999809265137,10.085367
11.135000228881836,10.0224695
11.020000457763672,9.98351
11.444999694824219,9.964644
11.357500076293945,9.974501
11.5,10.007888
11.324999809265137,10.06122
11.442500114440918,10.121585
10.699999809265137,10.1839485
10.292499542236328,10.219795
10.6875,10.208061
11.59000015258789,10.163249
11.492500305175781,10.129528
12.077500343322754,10.12119
11.65999984741211,10.157616
11.074999809265137,10.222828
10.1850004196167,10.282476
10.425000190734863,10.292373
10.0,10.25195
8.300000190734863,10.159672
8.957500457763672,9.973568
7.762499809265137,9.722464
8.404999732971191,9.402637
6.78000020980835,9.0574
7.277500152587891,8.6699505
7.40500020980835,8.269878
7.302499771118164,7.890429
8.024999618530273,7.550766
8.1225004196167,7.285217
8.802499771118164,7.1055775
8.47249984741211,7.0271106
8.600000381469727,7.028163
8.6875,7.0874805
8.547499656677246,7.1858306
8.550000190734863,7.3000593
8.087499618530273,7.4139814
8.177499771118164,7.5027456
8.542499542236328,7.5612254
8.399999618530273,7.6038165
8.567500114440918,7.634104
8.692500114440918,7.6602106
9.192500114440918,7.689537
9.25,7.739519
9.125,7.8134413
8.960000038146973,7.9009047
9.175000190734863,7.9862733
9.085000038146973,8.067452
9.119999885559082,8.139001
8.632499694824219,8.199223
9.092499732971191,8.231942
9.085000038146973,8.249469
9.102499961853027,8.259572
8.994999885559082,8.266947
8.822500228881836,8.27019
9.077500343322754,8.263648
8.867500305175781,8.255271
8.675000190734863,8.242389
8.875,8.218771
8.885000228881836,8.191178
8.522500038146973,8.164655
8.270000457763672,8.130198
8.447500228881836,8.078456
8.399999618530273,8.016564
8.8100004196167,7.9504013
8.75,7.898654
8.774999618530273,7.8661737
9.0,7.852666
9.257499694824219,7.8618236
9.4399995803833,7.8986936
9.5,7.964458
9.767499923706055,8.053455
9.664999961853027,8.164194
9.547499656677246,8.284729
9.550000190734863,8.400125
9.380000114440918,8.50143
9.875,8.579027
9.842499732971191,8.647125
9.755000114440918,8.710517
9.9399995803833,8.76685
9.925000190734863,8.820419
9.899999618530273,8.871262
10.117500305175781,8.917197
10.157500267028809,8.963671
10.052499771118164,9.012548
10.28499984741211,9.058895
10.362500190734863,9.106907
10.362500190734863,9.158955
10.547499656677246,9.213289
10.432499885559082,9.272723
10.512499809265137,9.331633
10.975000381469727,9.388182
10.697500228881836,9.455185
10.9350004196167,9.524682
11.244999885559082,9.597789
11.595000267028809,9.681903
11.782500267028809,9.786378
11.947500228881836,9.9134
11.837499618530273,10.060098
11.8725004196167,10.212529
12.095000267028809,10.359477
12.015000343322754,10.499688
11.942500114440918,10.626708
11.949999809265137,10.733674
12.289999961853027,10.818329
12.375,10.892428
12.664999961853027,10.963246
12.550000190734863,11.041202
12.817500114440918,11.122553
12.680000305175781,11.210601
12.875,11.297806
13.042499542236328,11.384303
12.802499771118164,11.472833
12.725000381469727,11.553137
12.452500343322754,11.617081
12.475000381469727,11.653523
12.47249984741211,11.662864
12.592499732971191,11.650499
12.470000267028809,11.627371
12.40250015258789,11.596899
12.447500228881836,11.560575
12.807499885559082,11.522778
12.532500267028809,11.498618
12.452500343322754,11.483462
12.327500343322754,11.471096
12.217499732971191,11.454729
12.282500267028809,11.429388
12.300000190734863,11.397921
11.6850004196167,11.364554
12.092499732971191,11.3125305
12.220000267028809,11.253541
12.25,11.200494
12.192500114440918,11.16027
12.0,11.132482
12.28499984741211,11.109014
12.505000114440918,11.0956745
12.699999809265137,11.100724
12.710000038146973,11.13007
12.375,11.180518
12.46500015258789,11.233679
12.3149995803833,11.282412
12.147500038146973,11.318397
12.162500381469727,11.334171
12.287500381469727,11.330806
12.404999732971191,11.316986
11.944999694824219,11.302808
11.725000381469727,11.277923
11.9399995803833,11.233563
12.0600004196167,11.178659
11.890000343322754,11.125076
12.462499618530273,11.073714
12.720000267028809,11.044685
12.90250015258789,11.051381
12.802499771118164,11.097611
12.90250015258789,11.171864
12.574999809265137,11.26423
12.607500076293945,11.35318
12.27750015258789,11.428511
12.09749984741211,11.475733
12.024999618530273,11.487141
11.75,11.464267
11.774999618530273,11.406675
11.774999618530273,11.323959
11.587499618530273,11.228084
11.5024995803833,11.123734
11.649999618530273,11.01515
12.024999618530273,10.913373
11.842499732971191,10.837309
12.045000076293945,10.786247
12.192500114440918,10.76282
12.287500381469727,10.768211
12.357500076293945,10.800009
12.672499656677246,10.853087
12.6875,10.92954
13.005000114440918,11.023569
13.345000267028809,11.136326
13.5649995803833,11.271918
13.7524995803833,11.43001
13.515000343322754,11.606536
13.375,11.782152
13.149999618530273,11.938242
13.805000305175781,12.058443
14.399999618530273,12.160734
14.677499771118164,12.272581
14.792499542236328,12.408494
14.395000457763672,12.568146
14.292499542236328,12.727539
14.232500076293945,12.867514
13.9975004196167,12.977398
14.2475004196167,13.047513
14.274999618530273,13.087717
14.117500305175781,13.107814
14.125,13.109834
14.22249984741211,13.098151
14.845000267028809,13.080799
14.875,13.083142
14.802499771118164,13.112515
15.0,13.162554
14.824999809265137,13.230894
14.5600004196167,13.304732
14.789999961853027,13.366262
14.677499771118164,13.416139
13.75,13.451882
14.350000381469727,13.443562
14.100000381469727,13.407589
13.97249984741211,13.35003
14.117500305175781,13.275322
14.177499771118164,13.196013
14.25,13.122905
14.119999885559082,13.06393
14.109999656677246,13.017109
14.505000114440918,12.980257
14.177499771118164,12.964726
14.170000076293945,12.960817
14.0625,12.961811
13.97249984741211,12.960533
14.555000305175781,12.951696
14.6875,12.954233
14.760000228881836,12.978253
15.524999618530273,13.024916
15.632499694824219,13.113514
15.742500305175781,13.2441435
14.9350004196167,13.407059
14.925000190734863,13.559288
15.619999885559082,13.679469
15.600000381469727,13.784662
16.27750015258789,13.881181
16.875,13.992154
16.985000610351562,14.140098
16.704999923706055,14.324953
16.71500015258789,14.522928
16.662500381469727,14.7146435
16.43000030517578,14.885098
16.170000076293945,15.018923
16.032499313354492,15.10404
15.975000381469727,15.137974
15.942500114440918,15.127126
16.434999465942383,15.08252
15.649999618530273,15.033218
17.764999389648438,14.967762
18.0,14.9562
18.270000457763672,15.025198
18.232500076293945,15.17481
18.4375,15.381567
18.612499237060547,15.623453
18.502500534057617,15.881797
18.207500457763672,16.133085
18.1875,16.350615
18.0625,16.522257
17.46500015258789,16.642572
17.43000030517578,16.695824
17.362499237060547,16.686157
17.059999465942383,16.626373
17.102500915527344,16.523872
17.15999984741211,16.395079
16.602500915527344,16.258303
17.0,16.108673
16.735000610351562,15.964728
16.729999542236328,15.829252
16.642499923706055,15.705883
16.542499542236328,15.595004
16.235000610351562,15.494742
15.197500228881836,15.395515
15.654999732971191,15.262388
15.867500305175781,15.107691
16.674999237060547,14.954097
16.940000534057617,14.842837
17.100000381469727,14.794981
16.8799991607666,14.812824
16.719999313354492,14.875765
16.15999984741211,14.958522
16.520000457763672,15.025491
16.43000030517578,15.075163
16.440000534057617,15.106489
15.680000305175781,15.122196
16.360000610351562,15.101033
16.450000762939453,15.064864
16.100000381469727,15.0304985
16.59000015258789,14.993883
16.700000762939453,14.970946
16.209999084472656,14.970035
16.670000076293945,14.97368
17.0,14.988564
16.8700008392334,15.02589
17.329999923706055,15.080069
17.260000228881836,15.158506
18.059999465942383,15.254392
16.780000686645508,15.384413
16.309999465942383,15.501642
16.5,15.569107
16.65999984741211,15.586231
16.059999465942383,15.568378
16.040000915527344,15.5098915
15.670000076293945,15.417793
15.850000381469727,15.29287
15.680000305175781,15.152243
15.270000457763672,15.005466
15.25,14.849019
15.079999923706055,14.687962
14.670000076293945,14.525389
14.699999809265137,14.354968
14.579999923706055,14.1825485
14.829999923706055,14.013207
15.0600004196167,13.862545
15.40999984741211,13.746131
15.449999809265137,13.678967
16.200000762939453,13.660868
15.75,13.707008
15.989999771118164,13.794412
16.540000915527344,13.909795
16.5,14.056595
16.6299991607666,14.223823
16.75,14.401278
16.8799991607666,14.580665
16.739999771118164,14.756412
16.989999771118164,14.916321
17.229999542236328,15.061315
17.219999313354492,15.197875
17.149999618530273,15.325252
17.649999618530273,15.438018
18.459999084472656,15.549408
18.239999771118164,15.688211
17.790000915527344,15.848345
17.940000534057617,16.001678
17.889999389648438,16.137377
17.399999618530273,16.248402
17.219999313354492,16.316725
17.219999313354492,16.335196
16.90999984741211,16.310543
17.3799991607666,16.244947
17.65999984741211,16.165339
17.90999984741211,16.097692
17.860000610351562,16.060503
17.899999618530273,16.054361
17.81999969482422,16.074278
17.56999969482422,16.109392
17.3700008392334,16.14256
17.489999771118164,16.1594
17.09000015258789,16.16096
17.290000915527344,16.137732
17.239999771118164,16.098303
16.979999542236328,16.049461
16.8700008392334,15.988909
17.059999465942383,15.916443
16.8700008392334,15.84326
16.809999465942383,15.77045
17.510000228881836,15.698768
17.31999969482422,15.653996
17.610000610351562,15.636714
17.889999389648438,15.651383
17.989999771118164,15.702161
17.920000076293945,15.784929
17.520000457763672,15.886216
17.31999969482422,15.979872
17.18000030517578,16.046906
16.979999542236328,16.078321
17.18000030517578,16.070288
16.850000381469727,16.036377
16.56999969482422,15.977843
16.6299991607666,15.892764
16.790000915527344,15.790642
16.850000381469727,15.687754
16.459999084472656,15.596441
16.940000534057617,15.509458
16.799999237060547,15.441585
16.969999313354492,15.392945
16.8700008392334,15.366777
17.139999389648438,15.357479
17.299999237060547,15.368548
16.719999313354492,15.402365
16.450000762939453,15.434884
16.09000015258789,15.446271
16.3799991607666,15.420688
15.949999809265137,15.369967
15.710000038146973,15.292069
15.329999923706055,15.186328
15.930000305175781,15.049335
16.3799991607666,14.910622
15.6899995803833,14.802658
16.030000686645508,14.713283
16.110000610351562,14.647385
15.779999732971191,14.607376
16.18000030517578,14.579458
15.800000190734863,14.569596
15.670000076293945,14.564729
16.299999237060547,14.554244
15.949999809265137,14.556328
15.869999885559082,14.564693
15.989999771118164,14.572271
15.59000015258789,14.580112
15.90999984741211,14.575286
15.880000114440918,14.565719
16.3700008392334,14.5553
16.93000030517578,14.562282
17.0,14.609011
16.68000030517578,14.697158
16.549999237060547,14.804912
16.200000762939453,14.911009
16.520000457763672,14.99194
16.510000228881836,15.051147
16.469999313354492,15.092528
16.709999084472656,15.11854
16.729999542236328,15.14029
16.34000015258789,15.163102
16.3799991607666,15.175013
16.469999313354492,15.173976
16.510000228881836,15.164907
15.5600004196167,15.153119
15.15999984741211,15.110246
14.899999618530273,15.0189085
15.0,14.876767
15.279999732971191,14.701732
15.09000015258789,14.523359
15.380000114440918,14.354354
15.350000381469727,14.213033
15.40999984741211,14.105137
15.300000190734863,14.031694
14.760000228881836,13.984998
14.75,13.940257
14.600000381469727,13.888136
14.0,13.823658
14.579999923706055,13.730082
14.069999694824219,13.62884
14.520000457763672,13.517688
14.369999885559082,13.416062
14.399999618530273,13.3289385
14.359999656677246,13.25919
14.819999694824219,13.205586
14.880000114440918,13.181318
15.390000343322754,13.188923
15.210000038146973,13.239379
15.529999732971191,13.320979
15.420000076293945,13.430056
15.520000457763672,13.552356
15.359999656677246,13.678386
15.050000190734863,13.794046
15.010000228881836,13.881503
15.220000267028809,13.934913
15.5,13.96414
15.029999732971191,13.986563
15.010000228881836,13.994356
14.890000343322754,13.985898
14.880000114440918,13.96018
14.359999656677246,13.920787
14.260000228881836,13.856199
13.949999809265137,13.765532
13.75,13.646809
14.020000457763672,13.502444
14.529999732971191,13.352535
14.579999923706055,13.228532
14.670000076293945,13.144013
14.960000038146973,13.102
14.829999923706055,13.105888
14.829999923706055,13.14336
14.65999984741211,13.201105
14.40999984741211,13.262117
14.649999618530273,13.308581
14.279999732971191,13.342656
13.949999809265137,13.354849
14.130000114440918,13.33439
14.460000038146973,13.290227
14.380000114440918,13.243537
14.050000190734863,13.202585
14.220000267028809,13.159875
14.1899995803833,13.11948
14.09000015258789,13.083161
14.149999618530273,13.04873
13.4399995803833,13.018021
12.90999984741211,12.96886
12.399999618530273,12.879976
12.210000038146973,12.7373085
11.930000305175781,12.545024
11.960000038146973,12.312773
12.119999885559082,12.061712
12.510000228881836,11.8183155
12.170000076293945,11.612964
12.699999809265137,11.446356
12.609999656677246,11.333444
12.550000190734863,11.270737
12.90999984741211,11.246643
12.9399995803833,11.261252
12.930000305175781,11.307667
12.75,11.374801
12.890000343322754,11.445891
13.069999694824219,11.515537
13.199999809265137,11.585716
12.670000076293945,11.659215
13.210000038146973,11.7167225
13.260000228881836,11.768971
13.220000267028809,11.821793
13.359999656677246,11.874201
13.329999923706055,11.928505
13.069999694824219,11.982402
13.079999923706055,12.02453
13.460000038146973,12.051325
13.470000267028809,12.076057
13.40999984741211,12.104257
13.359999656677246,12.134301
13.680000305175781,12.162287
14.010000228881836,12.196451
13.880000114440918,12.248674
13.65999984741211,12.314045
13.390000343322754,12.378063
13.59000015258789,12.423836
13.430000305175781,12.453135
13.5600004196167,12.464081
13.470000267028809,12.463424
13.479999542236328,12.453449
13.15999984741211,12.437496
12.789999961853027,12.408168
12.229999542236328,12.35383
12.479999542236328,12.258309
12.989999771118164,12.1347885
12.5,12.015725
11.979999542236328,11.901803
11.930000305175781,11.778602
12.029999732971191,11.64449
12.149999618530273,11.509139
12.649999618530273,11.385571
13.880000114440918,11.297361
13.390000343322754,11.290399
14.279999732971191,11.351603
14.489999771118164,11.487868
15.100000381469727,11.689437
15.25,11.952017
14.979999542236328,12.257572
15.300000190734863,12.570451
14.890000343322754,12.874208
14.779999732971191,13.140409
15.050000190734863,13.352155
14.8100004196167,13.515439
14.649999618530273,13.629279
14.770000457763672,13.693853
14.8100004196167,13.720781
15.40999984741211,13.722745
15.3100004196167,13.729391
15.479999542236328,13.748243
15.390000343322754,13.784162
15.5600004196167,13.831144
14.899999618530273,13.888111
14.869999885559082,13.928787
14.6899995803833,13.9429655
14.149999618530273,13.925718
14.329999923706055,13.864339
13.90999984741211,13.770577
13.739999771118164,13.64559
13.850000381469727,13.494729
13.720000267028809,13.334272
13.369999885559082,13.174171
13.489999771118164,13.012311
14.050000190734863,12.857498
13.479999542236328,12.735776
13.5600004196167,12.636857
13.079999923706055,12.557417
13.220000267028809,12.479403
12.970000267028809,12.402365
13.260000228881836,12.320889
13.600000381469727,12.246064
14.300000190734863,12.195196
14.4399995803833,12.195375
14.460000038146973,12.252121
14.729999542236328,12.354592
14.84000015258789,12.494233
14.470000267028809,12.658953
14.770000457763672,12.820925
14.920000076293945,12.973531
15.449999809265137,13.116113
15.34000015258789,13.263112
15.539999961853027,13.4110155
15.579999923706055,13.559314
15.319999694824219,13.703847
14.850000381469727,13.82993
14.699999809265137,13.915205
14.510000228881836,13.950815
14.1899995803833,13.93594
14.369999885559082,13.870538
14.34000015258789,13.77295
14.369999885559082,13.659684
13.949999809265137,13.54532
13.640000343322754,13.425939
14.180000305175781,13.294487
14.539999961853027,13.172701
14.680000305175781,13.083892
14.850000381469727,13.0384865
14.869999885559082,13.038833
14.369999885559082,13.077109
14.359999656677246,13.12455
15.1899995803833,13.165416
15.350000381469727,13.220923
14.970000267028809,13.300798
14.770000457763672,13.388627
15.140000343322754,13.466121
14.670000076293945,13.537495
14.8100004196167,13.588161
15.050000190734863,13.6189995
15.149999618530273,13.641497
15.4399995803833,13.664662
15.229999542236328,13.700659
15.09000015258789,13.7436
14.850000381469727,13.783206
14.800000190734863,13.806579
14.960000038146973,13.809264
14.829999923706055,13.798978
14.479999542236328,13.777728
14.75,13.737637
14.529999732971191,13.689427
14.350000381469727,13.633784
14.489999771118164,13.568299
14.40999984741211,13.500792
14.899999618530273,13.434693
15.260000228881836,13.389421
15.210000038146973,13.3822775
15.0600004196167,13.411083
15.149999618530273,13.461371
15.09000015258789,13.52396
15.6899995803833,13.588621
15.640000343322754,13.668398
15.369999885559082,13.761528
15.1899995803833,13.852231
15.640000343322754,13.925313
15.489999771118164,13.99056
15.5,14.046728
15.600000381469727,14.093338
15.609999656677246,14.133795
15.680000305175781,14.16965
15.699999809265137,14.203431
15.420000076293945,14.2360115
14.930000305175781,14.257503
15.130000114440918,14.249023
15.489999771118164,14.21575
15.380000114440918,14.178204
15.270000457763672,14.143436
15.619999885559082,14.111021
15.550000190734863,14.092778
15.5,14.089072
15.880000114440918,14.095345
15.949999809265137,14.11994
16.020000457763672,14.164168
15.75,14.225233
15.869999885559082,14.28747
15.949999809265137,14.345923
16.110000610351562,14.400173
15.869999885559082,14.454412
15.470000267028809,14.500598
15.180000305175781,14.522096
14.970000267028809,14.506753
15.069999694824219,14.450861
15.029999732971191,14.366551
